HGNC ID	Approved Symbol	Approved Name	RefSeq IDs	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)
HGNC:34159	RNU7-63P	RNA, U7 small nuclear 63 pseudogene	NG_007680	100151658	NG_007680
HGNC:34160	RNU7-64P	RNA, U7 small nuclear 64 pseudogene	NG_007681	100151662	NG_007681
HGNC:34161	RNU7-65P	RNA, U7 small nuclear 65 pseudogene	NG_007682	100151663	NG_007682
HGNC:34162	RNU7-66P	RNA, U7 small nuclear 66 pseudogene	NG_007683	100151664	NG_007683
HGNC:34163	RNU7-67P	RNA, U7 small nuclear 67 pseudogene	NG_007684	100151665	NG_007684
HGNC:10236	RNU7-68P	RNA, U7 small nuclear 68 pseudogene	NG_001188	6072	NG_001188
HGNC:34165	RNU7-69P	RNA, U7 small nuclear 69 pseudogene	NG_007685	100151666	NG_007685
HGNC:34166	RNU7-70P	RNA, U7 small nuclear 70 pseudogene	NG_007686	100151667	NG_007686
HGNC:34167	RNU7-71P	RNA, U7 small nuclear 71 pseudogene	NG_007687	100151668	NG_007687
HGNC:34168	RNU7-72P	RNA, U7 small nuclear 72 pseudogene	NG_007688	100151669	NG_007688
HGNC:34169	RNU7-73P	RNA, U7 small nuclear 73 pseudogene	NG_007689	100151670	NG_007689
HGNC:34170	RNU7-74P	RNA, U7 small nuclear 74 pseudogene	NG_007690	100151671	NG_007690
HGNC:34171	RNU7-75P	RNA, U7 small nuclear 75 pseudogene	NG_007691	100151672	NG_007691
HGNC:34172	RNU7-76P	RNA, U7 small nuclear 76 pseudogene	NG_007692	100151673	NG_007692
HGNC:34173	RNU7-77P	RNA, U7 small nuclear 77 pseudogene	NG_007693	100151674	NG_007693
HGNC:34174	RNU7-78P	RNA, U7 small nuclear 78 pseudogene	NG_007694	100151675	NG_007694
HGNC:34175	RNU7-79P	RNA, U7 small nuclear 79 pseudogene	NG_007695	100151676	NG_007695
HGNC:34176	RNU7-80P	RNA, U7 small nuclear 80 pseudogene	NG_007696	100151677	NG_007696
HGNC:34177	RNU7-81P	RNA, U7 small nuclear 81 pseudogene	NG_007697	100151678	NG_007697
HGNC:34178	RNU7-82P	RNA, U7 small nuclear 82 pseudogene	NG_007698	100151679	NG_007698
HGNC:34179	RNU7-83P	RNA, U7 small nuclear 83 pseudogene	NG_007699	100151680	NG_007699
HGNC:34180	RNU7-84P	RNA, U7 small nuclear 84 pseudogene	NG_007700	100151681	NG_007700
HGNC:34181	RNU7-85P	RNA, U7 small nuclear 85 pseudogene	NG_007701	100151682	NG_007701
HGNC:10237	RNU7-86P	RNA, U7 small nuclear 86 pseudogene	NG_001189	6073	NG_001189
HGNC:42616	RNU7-87P	RNA, U7 small nuclear 87 pseudogene		100873842	NG_011876
HGNC:42617	RNU7-88P	RNA, U7 small nuclear 88 pseudogene		100873843	NG_032623
HGNC:42618	RNU7-89P	RNA, U7 small nuclear 89 pseudogene		100873844	NG_032624
HGNC:45624	RNU7-90P	RNA, U7 small nuclear 90 pseudogene		106479060	NG_044579
HGNC:45625	RNU7-91P~withdrawn	entry withdrawn			
HGNC:45626	RNU7-92P	RNA, U7 small nuclear 92 pseudogene		106479061	NG_044588
HGNC:45627	RNU7-93P	RNA, U7 small nuclear 93 pseudogene		106480813	NG_044266
HGNC:45628	RNU7-94P	RNA, U7 small nuclear 94 pseudogene		106481799	NG_043974
HGNC:45629	RNU7-95P	RNA, U7 small nuclear 95 pseudogene		106479062	NG_045905
HGNC:45630	RNU7-96P	RNA, U7 small nuclear 96 pseudogene		106480361	NG_045195
HGNC:45631	RNU7-97P	RNA, U7 small nuclear 97 pseudogene		106479063	NG_044606
HGNC:45632	RNU7-98P~withdrawn	entry withdrawn			
HGNC:45633	RNU7-99P	RNA, U7 small nuclear 99 pseudogene		106480814	NG_011881
HGNC:45634	RNU7-100P~withdrawn	symbol withdrawn, see RNU7-12P			
HGNC:45635	RNU7-101P~withdrawn	entry withdrawn			
HGNC:45636	RNU7-102P	RNA, U7 small nuclear 102 pseudogene		106479064	NG_044616
HGNC:45637	RNU7-103P	RNA, U7 small nuclear 103 pseudogene		107063544	NG_046362
HGNC:45638	RNU7-104P	RNA, U7 small nuclear 104 pseudogene		106480448	NG_011618
HGNC:45639	RNU7-105P	RNA, U7 small nuclear 105 pseudogene		106479065	NG_044623
HGNC:45640	RNU7-106P	RNA, U7 small nuclear 106 pseudogene		106479066	NG_044631
HGNC:45641	RNU7-107P	RNA, U7 small nuclear 107 pseudogene		106479067	NG_045921
HGNC:45642	RNU7-108P~withdrawn	entry withdrawn			
HGNC:45643	RNU7-109P~withdrawn	entry withdrawn			
HGNC:45644	RNU7-110P	RNA, U7 small nuclear 110 pseudogene		106480815	NG_044285
HGNC:45645	RNU7-111P	RNA, U7 small nuclear 111 pseudogene		106481800	NG_043981
HGNC:45646	RNU7-112P~withdrawn	symbol withdrawn, see RNU7-36P			
HGNC:45647	RNU7-113P	RNA, U7 small nuclear 113 pseudogene		106479068	NG_045186
HGNC:45648	RNU7-114P~withdrawn	entry withdrawn			
HGNC:45649	RNU7-115P	RNA, U7 small nuclear 115 pseudogene		106479069	NG_045931
HGNC:45650	RNU7-116P	RNA, U7 small nuclear 116 pseudogene		106480816	NG_044294
HGNC:45651	RNU7-117P~withdrawn	entry withdrawn			
HGNC:45652	RNU7-118P~withdrawn	symbol withdrawn, see RNU7-43P			
HGNC:45653	RNU7-119P	RNA, U7 small nuclear 119 pseudogene		106479070	NG_045935
HGNC:45654	RNU7-120P	RNA, U7 small nuclear 120 pseudogene		106480817	NG_044302
HGNC:45655	RNU7-121P	RNA, U7 small nuclear 121 pseudogene		106480449	NG_043448
HGNC:45656	RNU7-122P~withdrawn	entry withdrawn			
HGNC:45657	RNU7-123P	RNA, U7 small nuclear 123 pseudogene		106479071	NG_044666
HGNC:45658	RNU7-124P	RNA, U7 small nuclear 124 pseudogene		106479072	NG_045945
HGNC:45659	RNU7-125P	RNA, U7 small nuclear 125 pseudogene		106480818	NG_045798
HGNC:45660	RNU7-126P	RNA, U7 small nuclear 126 pseudogene		106479073	NG_044679
HGNC:45661	RNU7-127P	RNA, U7 small nuclear 127 pseudogene		106480362	NG_030314
HGNC:45662	RNU7-128P	RNA, U7 small nuclear 128 pseudogene		106480819	NG_044319
HGNC:45663	RNU7-129P	RNA, U7 small nuclear 129 pseudogene		106480450	NG_043457
HGNC:45664	RNU7-130P	RNA, U7 small nuclear 130 pseudogene		106479074	NG_044689
HGNC:45665	RNU7-131P~withdrawn	entry withdrawn			
HGNC:45666	RNU7-132P~withdrawn	symbol withdrawn, see RNU7-4P			
HGNC:45667	RNU7-133P	RNA, U7 small nuclear 133 pseudogene		106479075	NG_044698
HGNC:45668	RNU7-134P	RNA, U7 small nuclear 134 pseudogene		106480820	NG_044328
HGNC:45669	RNU7-135P~withdrawn	symbol withdrawn, see RNU7-125P			
HGNC:45670	RNU7-136P	RNA, U7 small nuclear 136 pseudogene		106479076	NG_044708
HGNC:45671	RNU7-137P	RNA, U7 small nuclear 137 pseudogene		106480821	NG_044336
HGNC:45672	RNU7-138P	RNA, U7 small nuclear 138 pseudogene		106481801	NG_045671
HGNC:45673	RNU7-139P~withdrawn	symbol withdrawn, see RNU7-8P			
HGNC:45674	RNU7-140P	RNA, U7 small nuclear 140 pseudogene		106479077	NG_044716
HGNC:45675	RNU7-141P	RNA, U7 small nuclear 141 pseudogene		106480822	NG_044346
HGNC:45676	RNU7-142P~withdrawn	symbol withdrawn, see RNU7-18P			
HGNC:45677	RNU7-143P	RNA, U7 small nuclear 143 pseudogene		106479078	NG_044725
HGNC:45678	RNU7-144P	RNA, U7 small nuclear 144 pseudogene		106479079	NG_044736
HGNC:45679	RNU7-145P~withdrawn	entry withdrawn			
HGNC:45680	RNU7-146P~withdrawn	entry withdrawn			
HGNC:45681	RNU7-147P	RNA, U7 small nuclear 147 pseudogene		106480451	NG_043464
HGNC:45682	RNU7-148P	RNA, U7 small nuclear 148 pseudogene		106480823	NG_044354
HGNC:45683	RNU7-149P	RNA, U7 small nuclear 149 pseudogene		106479080	NG_044742
HGNC:45684	RNU7-150P~withdrawn	entry withdrawn			
HGNC:45685	RNU7-151P	RNA, U7 small nuclear 151 pseudogene		106480824	NG_045812
HGNC:45686	RNU7-152P	RNA, U7 small nuclear 152 pseudogene		106479081	NG_044750
HGNC:45687	RNU7-153P	RNA, U7 small nuclear 153 pseudogene		106479082	NG_008899
HGNC:45688	RNU7-154P	RNA, U7 small nuclear 154 pseudogene		106481802	NG_008140
HGNC:45689	RNU7-155P	RNA, U7 small nuclear 155 pseudogene		106480825	NG_044368
HGNC:45690	RNU7-156P	RNA, U7 small nuclear 156 pseudogene		106479083	NG_044768
HGNC:45691	RNU7-157P	RNA, U7 small nuclear 157 pseudogene		106480826	NG_044377
HGNC:45692	RNU7-158P~withdrawn	entry withdrawn			
HGNC:45693	RNU7-159P	RNA, U7 small nuclear 159 pseudogene		106481747	NG_043597
HGNC:45694	RNU7-160P	RNA, U7 small nuclear 160 pseudogene		106479085	NG_044783
HGNC:45695	RNU7-161P	RNA, U7 small nuclear 161 pseudogene		106480452	NG_011692
HGNC:45696	RNU7-162P~withdrawn	entry withdrawn			
HGNC:45697	RNU7-163P~withdrawn	symbol withdrawn, see RNU7-82P			
HGNC:45698	RNU7-164P	RNA, U7 small nuclear 164 pseudogene		106479086	NG_044794
HGNC:45699	RNU7-165P	RNA, U7 small nuclear 165 pseudogene		106479087	NG_044801
HGNC:45700	RNU7-166P~withdrawn	entry withdrawn			
HGNC:45701	RNU7-167P	RNA, U7 small nuclear 167 pseudogene		106479088	NG_044809
HGNC:45702	RNU7-168P~withdrawn	entry withdrawn			
HGNC:45703	RNU7-169P	RNA, U7 small nuclear 169 pseudogene		106480827	NG_044387
HGNC:45704	RNU7-170P	RNA, U7 small nuclear 170 pseudogene		106480453	NG_045465
HGNC:45705	RNU7-171P	RNA, U7 small nuclear 171 pseudogene		106479089	NG_012073
HGNC:45706	RNU7-172P	RNA, U7 small nuclear 172 pseudogene		106480828	NG_044396
HGNC:45707	RNU7-173P	RNA, U7 small nuclear 173 pseudogene		106479090	NG_044826
HGNC:45708	RNU7-174P	RNA, U7 small nuclear 174 pseudogene		106480829	NG_044404
HGNC:45709	RNU7-175P	RNA, U7 small nuclear 175 pseudogene		106479091	NG_044834
HGNC:45710	RNU7-176P	RNA, U7 small nuclear 176 pseudogene		106481803	NG_045119
HGNC:45711	RNU7-177P~withdrawn	entry withdrawn			
HGNC:45712	RNU7-178P~withdrawn	entry withdrawn			
HGNC:45713	RNU7-179P	RNA, U7 small nuclear 179 pseudogene		106479092	NG_044842
HGNC:45714	RNU7-180P	RNA, U7 small nuclear 180 pseudogene		106480830	NG_044411
HGNC:45715	RNU7-181P	RNA, U7 small nuclear 181 pseudogene		106479093	NG_044851
HGNC:45716	RNU7-182P	RNA, U7 small nuclear 182 pseudogene		106480831	NG_045160
HGNC:45717	RNU7-183P	RNA, U7 small nuclear 183 pseudogene		106480454	NG_043483
HGNC:45718	RNU7-184P~withdrawn	entry withdrawn			
HGNC:45719	RNU7-185P	RNA, U7 small nuclear 185 pseudogene		106479094	NG_033963
HGNC:45720	RNU7-186P	RNA, U7 small nuclear 186 pseudogene		106480363	NG_008332
HGNC:45721	RNU7-187P	RNA, U7 small nuclear 187 pseudogene		106479095	NG_032036
HGNC:45722	RNU7-188P	RNA, U7 small nuclear 188 pseudogene		106480832	NG_045161
HGNC:45723	RNU7-189P~withdrawn	entry withdrawn			
HGNC:45724	RNU7-190P	RNA, U7 small nuclear 190 pseudogene		106479096	NG_044874
HGNC:45725	RNU7-191P~withdrawn	entry withdrawn			
HGNC:45726	RNU7-192P	RNA, U7 small nuclear 192 pseudogene		106480833	NG_044438
HGNC:45727	RNU7-193P	RNA, U7 small nuclear 193 pseudogene		106481804	NG_045682
HGNC:45728	RNU7-194P	RNA, U7 small nuclear 194 pseudogene		106480834	NG_045846
HGNC:45729	RNU7-195P	RNA, U7 small nuclear 195 pseudogene		106479097	NG_046023
HGNC:45730	RNU7-196P	RNA, U7 small nuclear 196 pseudogene		106479098	NG_044891
HGNC:45731	RNU7-197P	RNA, U7 small nuclear 197 pseudogene		106480455	NG_043490
HGNC:45732	RNU7-198P~withdrawn	entry withdrawn			
HGNC:45733	RNU7-199P~withdrawn	entry withdrawn			
HGNC:45734	RNU7-200P	RNA, U7 small nuclear 200 pseudogene		106480835	NG_044452
HGNC:10238	RNU7P3~withdrawn	symbol withdrawn, see RNU7-24P			
HGNC:10108	RNU11	RNA, U11 small nuclear	NR_004407	26824	NR_004407
HGNC:46942	RNU11-2P	RNA, U11 small nuclear 2, pseudogene		106479561	NG_033952
HGNC:46943	RNU11-3P	RNA, U11 small nuclear 3, pseudogene		106479562	NG_045873
HGNC:46944	RNU11-4P	RNA, U11 small nuclear 4, pseudogene		106481174	NG_043089
HGNC:46945	RNU11-5P	RNA, U11 small nuclear 5, pseudogene		106479563	NG_044509
HGNC:46946	RNU11-6P	RNA, U11 small nuclear 6, pseudogene		106480544	NG_045741
HGNC:19380	RNU12	RNA, U12 small nuclear	NR_029422	267010	NR_029422
HGNC:10109	RNU12-2P	RNA, U12 small nuclear 2, pseudogene	NG_013273	26823	NG_013273
HGNC:10117	RNU17C~withdrawn	symbol withdrawn, see SNHG3			
HGNC:16382	RNU40~withdrawn	symbol withdrawn, see SNORD46			
HGNC:17130	RNU86~withdrawn	entry withdrawn			
HGNC:10102	RNU105A~withdrawn	symbol withdrawn, see SNORA73B			
HGNC:10103	RNU105B	RNA, U105B small nucleolar	NR_004386	26767	NR_004386
HGNC:10104	RNU105C	RNA, U105C small nucleolar	NR_004385	26766	NR_004385
HGNC:10133	RNVU1-1	RNA, variant U1 small nuclear 1	NR_104082	101954273	NR_104082
HGNC:48308	RNVU1-2	RNA, variant U1 small nuclear 2			
HGNC:48311	RNVU1-3	RNA, variant U1 small nuclear 3	NR_104081	101954272	NR_104081
HGNC:48312	RNVU1-4	RNA, variant U1 small nuclear 4	NR_104073	101954264	NR_104073
HGNC:48313	RNVU1-5~withdrawn	symbol withdrawn, see RNVU1-4			
HGNC:48314	RNVU1-6	RNA, variant U1 small nuclear 6	NR_104085	101954276	NR_104085
HGNC:37500	RNVU1-7	RNA, variant U1 small nuclear 7	NR_004426	26864	NR_004426
HGNC:48315	RNVU1-8	RNA, variant U1 small nuclear 8	NR_121645	101447996	NR_121645
HGNC:37499	RNVU1-9~withdrawn	symbol withdrawn, see RNVU1-7			
HGNC:48316	RNVU1-10~withdrawn	symbol withdrawn, see RNVU1-1			
HGNC:10134	RNVU1-11	RNA, variant U1 small nuclear 11	NG_001184	6063	NR_145576
HGNC:48317	RNVU1-12~withdrawn	symbol withdrawn, see RNVU1-3			
HGNC:48318	RNVU1-13~withdrawn	symbol withdrawn, see RNVU1-19			
HGNC:48319	RNVU1-14	RNA, variant U1 small nuclear 14	NR_104075	101954266	NR_104075
HGNC:48320	RNVU1-15	RNA, variant U1 small nuclear 15	NR_104076	101954267	NR_104076
HGNC:48321	RNVU1-16~withdrawn	symbol withdrawn, see RNVU1-15			
HGNC:48322	RNVU1-17	RNA, variant U1 small nuclear 17	NR_104078	101954269	NR_104078
HGNC:37496	RNVU1-18	RNA, variant U1 small nuclear 18	NR_004400	26863	NR_004400
HGNC:48324	RNVU1-19	RNA, variant U1 small nuclear 19	NR_104086	101954277	NR_104086
HGNC:48325	RNVU1-20	RNA, variant U1 small nuclear 20	NR_125392	101954268	
HGNC:10242	RNY1	RNA, Ro-associated Y1	NR_004391	6084	NR_004391
HGNC:42478	RNY1P1	RNA, Ro-associated Y1 pseudogene 1		100873802	NG_032587
HGNC:42479	RNY1P2	RNA, Ro-associated Y1 pseudogene 2		100862666	NG_008317
HGNC:42480	RNY1P3	RNA, Ro-associated Y1 pseudogene 3		100873803	NG_032588
HGNC:42481	RNY1P4	RNA, Ro-associated Y1 pseudogene 4		100873804	NG_021308
HGNC:42482	RNY1P5	RNA, Ro-associated Y1 pseudogene 5		100862667	NG_032098
HGNC:42483	RNY1P6	RNA, Ro-associated Y1 pseudogene 6		100873805	NG_032590
HGNC:42484	RNY1P7	RNA, Ro-associated Y1 pseudogene 7		100873806	NG_032591
HGNC:42485	RNY1P8	RNA, Ro-associated Y1 pseudogene 8		100873807	NG_032592
HGNC:41481	RNY1P9	RNA, Ro-associated Y1 pseudogene 9		100874358	NG_033992
HGNC:50873	RNY1P10	RNA, Ro-associated Y1 pseudogene 10		106480308	NG_044326
HGNC:50874	RNY1P11	RNA, Ro-associated Y1 pseudogene 11		106481710	NG_045391
HGNC:50875	RNY1P12	RNA, Ro-associated Y1 pseudogene 12		106480309	NG_045806
HGNC:50876	RNY1P13	RNA, Ro-associated Y1 pseudogene 13		106480310	NG_044344
HGNC:50877	RNY1P14	RNA, Ro-associated Y1 pseudogene 14		106480311	NG_045809
HGNC:50878	RNY1P15	RNA, Ro-associated Y1 pseudogene 15		106481711	NG_043306
HGNC:50879	RNY1P16	RNA, Ro-associated Y1 pseudogene 16		106480312	NG_045811
HGNC:10243	RNY3	RNA, Ro-associated Y3	NR_004392	6085	NR_004392
HGNC:42477	RNY3P1	RNA, Ro-associated Y3 pseudogene 1		106478984	NG_043975
HGNC:42486	RNY3P2	RNA, Ro-associated Y3 pseudogene 2		100862668	NG_032099
HGNC:42487	RNY3P3	RNA, Ro-associated Y3 pseudogene 3		100862669	NG_032100
HGNC:42488	RNY3P4	RNA, Ro-associated Y3 pseudogene 4		100873808	NG_032593
HGNC:42489	RNY3P5	RNA, Ro-associated Y3 pseudogene 5		100873809	NG_032594
HGNC:42490	RNY3P6	RNA, Ro-associated Y3 pseudogene 6		100873810	NG_032595
HGNC:42491	RNY3P7	RNA, Ro-associated Y3 pseudogene 7		100862670	NG_032101
HGNC:42492	RNY3P8	RNA, Ro-associated Y3 pseudogene 8		106478985	NG_043982
HGNC:42493	RNY3P9	RNA, Ro-associated Y3 pseudogene 9		100862672	NG_032102
HGNC:42494	RNY3P10	RNA, Ro-associated Y3 pseudogene 10		100873820	NG_032600
HGNC:50887	RNY3P11	RNA, Ro-associated Y3 pseudogene 11		106481713	NG_045401
HGNC:50888	RNY3P12	RNA, Ro-associated Y3 pseudogene 12		106480315	NG_045823
HGNC:50889	RNY3P13	RNA, Ro-associated Y3 pseudogene 13		106481714	NG_043332
HGNC:50893	RNY3P14	RNA, Ro-associated Y3 pseudogene 14		106480316	NG_044394
HGNC:50890	RNY3P15	RNA, Ro-associated Y3 pseudogene 15		107178919	NG_046709
HGNC:50891	RNY3P16	RNA, Ro-associated Y3 pseudogene 16		106480686	NG_045036
HGNC:10244	RNY4	RNA, Ro-associated Y4	NR_004393	6086	NR_004393
HGNC:10245	RNY4P1	RNA, Ro-associated Y4 pseudogene 1	NG_005036	6087	NG_005036
HGNC:10246	RNY4P2	RNA, Ro-associated Y4 pseudogene 2	NG_005037	6088	NG_005037
HGNC:10247	RNY4P3	RNA, Ro-associated Y4 pseudogene 3	NG_005038	6089	NG_005038
HGNC:34050	RNY4P4	RNA, Ro-associated Y4 pseudogene 4		100379297	NG_016629
HGNC:34052	RNY4P5	RNA, Ro-associated Y4 pseudogene 5		100379299	NG_016631
HGNC:34055	RNY4P6	RNA, Ro-associated Y4 pseudogene 6		100379287	NG_016611
HGNC:34056	RNY4P7	RNA, Ro-associated Y4 pseudogene 7		100169850	NG_008007
HGNC:34057	RNY4P8	RNA, Ro-associated Y4 pseudogene 8	NR_033356	100379295	NG_032695
HGNC:34058	RNY4P9	RNA, Ro-associated Y4 pseudogene 9		100379300	NG_016632
HGNC:34060	RNY4P10	RNA, Ro-associated Y4 pseudogene 10		100379592	NG_016642
HGNC:34061	RNY4P11	RNA, Ro-associated Y4 pseudogene 11		100379288	NG_016612
HGNC:34062	RNY4P12~withdrawn	entry withdrawn			
HGNC:34063	RNY4P13	RNA, Ro-associated Y4 pseudogene 13		100379296	NG_016628
HGNC:34064	RNY4P14	RNA, Ro-associated Y4 pseudogene 14		100379584	NG_016641
HGNC:34065	RNY4P15	RNA, Ro-associated Y4 pseudogene 15		100379291	NG_016613
HGNC:34066	RNY4P16	RNA, Ro-associated Y4 pseudogene 16		100431173	NG_021236
HGNC:34067	RNY4P17	RNA, Ro-associated Y4 pseudogene 17		100379564	NG_016640
HGNC:34068	RNY4P18	RNA, Ro-associated Y4 pseudogene 18		100379298	NG_016630
HGNC:34069	RNY4P19	RNA, Ro-associated Y4 pseudogene 19		100169834	NG_007997
HGNC:34070	RNY4P20	RNA, Ro-associated Y4 pseudogene 20		100379378	NG_016636
HGNC:42471	RNY4P21	RNA, Ro-associated Y4 pseudogene 21		100862663	NG_032094
HGNC:42472	RNY4P22	RNA, Ro-associated Y4 pseudogene 22	NG_032585	100873800	NG_032585
HGNC:42473	RNY4P23	RNA, Ro-associated Y4 pseudogene 23		100873801	NG_016799
HGNC:42474	RNY4P24	RNA, Ro-associated Y4 pseudogene 24		100862664	NG_032095
HGNC:42475	RNY4P25	RNA, Ro-associated Y4 pseudogene 25		100862665	NG_032096
HGNC:42476	RNY4P26	RNA, Ro-associated Y4 pseudogene 26	NG_032599	100873819	NG_015799
HGNC:42495	RNY4P27	RNA, Ro-associated Y4 pseudogene 27		100873821	NG_032601
HGNC:42496	RNY4P28	RNA, Ro-associated Y4 pseudogene 28		100873822	NG_032602
HGNC:42497	RNY4P29	RNA, Ro-associated Y4 pseudogene 29		100873823	NG_032603
HGNC:42498	RNY4P30	RNA, Ro-associated Y4 pseudogene 30		100862673	NG_032103
HGNC:42499	RNY4P31	RNA, Ro-associated Y4 pseudogene 31	NG_032104	100862674	NG_032104
HGNC:50880	RNY4P32~withdrawn	entry withdrawn			
HGNC:50881	RNY4P33~withdrawn	entry withdrawn			
HGNC:50882	RNY4P34	RNA, Ro-associated Y4 pseudogene 34		106481712	NG_045038
HGNC:50883	RNY4P35~withdrawn	entry withdrawn			
HGNC:50884	RNY4P36	RNA, Ro-associated Y4 pseudogene 36		106480313	NG_045818
HGNC:50885	RNY4P37	RNA, Ro-associated Y4 pseudogene 37		106480314	NG_044375
HGNC:10248	RNY5	RNA, Ro-associated Y5	NR_001571	6090	NR_001571
HGNC:34082	RNY5P1	RNA, Ro-associated Y5 pseudogene 1		100379666	NG_016725
HGNC:34083	RNY5P2	RNA, Ro-associated Y5 pseudogene 2		100381208	NG_016767
HGNC:34084	RNY5P3	RNA, Ro-associated Y5 pseudogene 3		100379664	NG_016720
HGNC:34085	RNY5P4	RNA, Ro-associated Y5 pseudogene 4		100380271	NG_016727
HGNC:34086	RNY5P5	RNA, Ro-associated Y5 pseudogene 5		100379658	NG_016705
HGNC:34087	RNY5P6	RNA, Ro-associated Y5 pseudogene 6		100379663	NG_009552
HGNC:34088	RNY5P7	RNA, Ro-associated Y5 pseudogene 7		100169835	NG_007998
HGNC:34089	RNY5P8	RNA, Ro-associated Y5 pseudogene 8		100380878	NG_016734
HGNC:34090	RNY5P9	RNA, Ro-associated Y5 pseudogene 9		100169836	NG_007999
HGNC:34091	RNY5P10	RNA, Ro-associated Y5 pseudogene 10		100169837	NG_008006
HGNC:10249	ROBO1	roundabout guidance receptor 1	NM_002941	6091	NM_001145845
HGNC:10250	ROBO2	roundabout guidance receptor 2	XM_031246	6092	NM_001128929
HGNC:44386	ROBO2P1	roundabout guidance receptor 2 pseudogene 1		106480790	NG_044091
HGNC:13433	ROBO3	roundabout guidance receptor 3	XM_370663	64221	NM_022370
HGNC:17985	ROBO4	roundabout guidance receptor 4	NM_019055	54538	NM_001301088
HGNC:10251	ROCK1	Rho associated coiled-coil containing protein kinase 1	NM_005406	6093	NM_005406
HGNC:37832	ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1		727758	NR_033770
HGNC:10252	ROCK2	Rho associated coiled-coil containing protein kinase 2		9475	NM_001321643
HGNC:52946	ROCR	regulator of chondrogenesis RNA	NR_110876	102723505	NR_110876
HGNC:29478	ROGDI	rogdi homolog	NM_024589	79641	NM_024589
HGNC:10254	ROM1	retinal outer segment membrane protein 1	NM_000327	6094	NM_000327
HGNC:16185	ROMO1	reactive oxygen species modulator 1	NM_080748	140823	NM_080748
HGNC:10255	RONU~withdrawn	symbol withdrawn, see FOXN1			
HGNC:17692	ROPN1	rhophilin associated tail protein 1	NM_017578	54763	NM_001317774
HGNC:31927	ROPN1B	rhophilin associated tail protein 1B	NM_001012337	152015	NM_001012337
HGNC:24060	ROPN1L	rhophilin associated tail protein 1 like	NM_031916	83853	NM_001201466
HGNC:39984	ROPN1L-AS1	ROPN1L antisense RNA 1		100505845	NR_102746
HGNC:10256	ROR1	receptor tyrosine kinase like orphan receptor 1	NM_005012	4919	NM_001083592
HGNC:40508	ROR1-AS1	ROR1 antisense RNA 1		101927034	NR_110665
HGNC:10257	ROR2	receptor tyrosine kinase like orphan receptor 2		4920	NM_001318204
HGNC:10258	RORA	RAR related orphan receptor A	NM_134261	6095	NM_002943
HGNC:51410	RORA-AS1	RORA antisense RNA 1	NR_120339	101928784	NR_120339
HGNC:51411	RORA-AS2	RORA antisense RNA 2	NR_120318	100996876	NR_120318
HGNC:10259	RORB	RAR related orphan receptor B		6096	NM_006914
HGNC:49803	RORB-AS1	RORB antisense RNA 1		103752585	NR_125791
HGNC:10260	RORC	RAR related orphan receptor C		6097	NM_001001523
HGNC:10261	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase		6098	NM_002944
HGNC:10262	RP~withdrawn	symbol withdrawn, see MT-ATP6			
HGNC:10263	RP1	RP1, axonemal microtubule associated	NM_006269	6101	NM_006269
HGNC:15946	RP1L1	RP1 like 1		94137	NM_178857
HGNC:10274	RP2	RP2, ARL3 GTPase activating protein	NM_006915	6102	NM_006915
HGNC:10283	RP3~withdrawn	symbol withdrawn, see RPGR			
HGNC:10284	RP4~withdrawn	symbol withdrawn, see RHO			
HGNC:10285	RP5~withdrawn	entry withdrawn			
HGNC:10286	RP6	retinitis pigmentosa 6 (X-linked recessive)		6104	
HGNC:10287	RP7~withdrawn	symbol withdrawn, see PRPH2			
HGNC:10288	RP9	RP9, pre-mRNA splicing factor	NM_203288	6100	NM_203288
HGNC:33969	RP9P	RP9 pseudogene	NR_003500	441212	NR_003500
HGNC:10264	RP10~withdrawn	symbol withdrawn, see IMPDH1			
HGNC:10265	RP11~withdrawn	symbol withdrawn, see PRPF31			
HGNC:10266	RP12~withdrawn	symbol withdrawn, see CRB1			
HGNC:10267	RP13~withdrawn	symbol withdrawn, see PRPF8			
HGNC:10268	RP14~withdrawn	symbol withdrawn, see TULP1			
HGNC:10269	RP15~withdrawn	symbol withdrawn, see RPGR			
HGNC:10270	RP16~withdrawn	entry withdrawn			
HGNC:10271	RP17~withdrawn	symbol withdrawn, see CA4			
HGNC:10272	RP18~withdrawn	symbol withdrawn, see PRPF3			
HGNC:10273	RP19~withdrawn	symbol withdrawn, see ABCA4			
HGNC:10275	RP20~withdrawn	symbol withdrawn, see RPE65			
HGNC:13434	RP21~withdrawn	entry withdrawn			
HGNC:10276	RP22	retinitis pigmentosa 22 (autosomal recessive)		6114	
HGNC:10277	RP23~withdrawn	symbol withdrawn, see OFD1			
HGNC:10278	RP24	retinitis pigmentosa 24 (X-linked recessive)		6116	
HGNC:10279	RP25~withdrawn	symbol withdrawn, see EYS			
HGNC:10280	RP26~withdrawn	symbol withdrawn, see CERKL			
HGNC:10281	RP28~withdrawn	symbol withdrawn, see FAM161A			
HGNC:10282	RP29	retinitis pigmentosa 29 (autosomal recessive)		54110	
HGNC:19438	RP31~withdrawn	symbol withdrawn, see TOPORS			
HGNC:21902	RP32	retinitis pigmentosa 32 (autosomal recessive)		641433	
